timestamp,user_text,predicted_label,confidence,user_correct_label,source,needs_review
2025-12-25T07:23:09.972015,fix gpu overheat warning,GPU Upgrade,0.4686,,ml,False
2025-12-25T07:23:09.977661,the port not working,WiFi Adapter Upgrade,0.3459,,ml,False
2025-12-25T07:23:09.979200,laptop pc very slow,RAM Upgrade,0.4314,,ml,False
2025-12-25T07:23:09.988288,USB connection issue,USB Hub,0.4940,,ml,False
2025-12-25T07:23:09.990386,computer cpu overheat warning,CPU Upgrade,0.4963,,ml,False
2025-12-25T07:23:09.995693,my usb connection issue,USB Hub,0.4982,,ml,False
2025-12-25T07:23:09.998970,the stop code error,WiFi Adapter Upgrade,0.3524,,ml,False
2025-12-25T07:23:10.002889,help pc restart again and again,PSU Upgrade,0.4664,,ml,False
2025-12-25T07:23:10.007022,my gpu overheat warning,GPU Upgrade,0.4584,,ml,False
2025-12-25T07:23:10.008908,computer problem problem,Case Fan Upgrade,0.1500,,ml,False
2025-12-25T07:23:10.010598,computer phone connection problem,WiFi Adapter Upgrade,0.4874,,ml,False
2025-12-25T07:23:10.013198,pc phone not showing,Webcam Upgrade,0.3545,,ml,False
2025-12-25T07:23:10.014447,system slow overall problem,RAM Upgrade,0.4232,,ml,False
2025-12-25T07:23:10.017506,the phone not detected,CPU Cooler Upgrade,0.3409,,ml,False
2025-12-25T07:23:10.018749,stop code error problem,WiFi Adapter Upgrade,0.3549,,ml,False
2025-12-25T07:23:10.019972,boot failure please,SSD Upgrade,0.2388,,ml,False
2025-12-25T07:23:10.023417,the usb cable issue,USB Hub,0.4632,,ml,False
2025-12-25T07:23:10.031482,pc malfunction issue,PSU Upgrade,0.4039,,ml,False
2025-12-25T07:23:10.037098,PC not working,WiFi Adapter Upgrade,0.4410,,ml,False
2025-12-25T07:23:10.049562,pc pc stuck loading,CPU Upgrade,0.2457,,ml,False
2025-12-25T07:23:10.051008,laptop usb connection issue,USB Hub,0.4634,,ml,False
2025-12-25T07:23:10.055078,my graphics card not detect,GPU Cooler Upgrade,0.3894,,ml,False
2025-12-25T07:23:10.056786,WiFi very slow PC plus USB cable issue,SSD Upgrade,0.4913,,ml,False
2025-12-25T07:23:10.058814,BSOD error PC not boot,WiFi Adapter Upgrade,0.4505,,ml,False
2025-12-25T07:23:10.062058,help gpu too weak,GPU Cooler Upgrade,0.4288,,ml,False
2025-12-25T07:23:10.067173,Graphics card not detect,GPU Cooler Upgrade,0.4116,,ml,False
2025-12-25T07:23:10.069340,laptop pc malfunction,CPU Upgrade,0.4725,,ml,False
2025-12-25T07:23:10.071767,windows error screen problem,SSD Upgrade,0.1948,,ml,False
2025-12-25T07:23:10.073711,computer bsod error,WiFi Adapter Upgrade,0.3498,,ml,False
2025-12-25T07:23:10.078940,fix phone not connecting,USB Hub,0.3257,,ml,False
2025-12-25T07:23:10.080573,computer laptop error screen,RAM Upgrade,0.1713,,ml,False
2025-12-25T07:23:10.085936,laptop pc restart again and again,PSU Upgrade,0.4687,,ml,False
2025-12-25T07:23:10.087168,Windows crash suddenly PC stuck on logo,Monitor or GPU Check,0.4324,,ml,False
2025-12-25T07:23:10.089190,help pc stuck bios,BIOS Battery Replacement,0.4012,,ml,False
2025-12-25T07:23:10.091107,computer phone not detected,Webcam Upgrade,0.2156,,ml,False
2025-12-25T07:23:10.094008,Laptop charging light blink,PSU Upgrade,0.2900,,ml,False
2025-12-25T07:23:10.102078,fix cpu overheating,CPU Cooler Upgrade,0.4553,,ml,False
2025-12-25T07:23:10.103346,port not working problem,WiFi Adapter Upgrade,0.2679,,ml,False
2025-12-25T07:23:10.110283,my gpu cooling problem,GPU Upgrade,0.3427,,ml,False
2025-12-25T07:23:10.111608,help power button not working,PSU Upgrade,0.2939,,ml,False
2025-12-25T07:23:10.114623,pc pc blue screen,CPU Upgrade,0.3723,,ml,False
2025-12-25T07:23:10.116900,Graphics card not detect,GPU Cooler Upgrade,0.4116,,ml,False
2025-12-25T07:23:10.122439,pc computer problem,RAM Upgrade,0.1970,,ml,False
2025-12-25T07:23:10.124762,help phone not detected,Webcam Upgrade,0.2982,,ml,False
2025-12-25T07:23:10.126856,pc not working please,WiFi Adapter Upgrade,0.4410,,ml,False
2025-12-25T07:23:10.132341,SSD performance plus Computer stuck booting,Monitor or GPU Check,0.3052,,ml,False
2025-12-25T07:23:10.141537,fix usb cable issue,USB Hub,0.4695,,ml,False
2025-12-25T07:23:10.151802,laptop error screen please,WiFi Adapter Upgrade,0.2282,,ml,False
2025-12-25T07:23:10.153136,my computer problem,Webcam Upgrade,0.2825,,ml,False
2025-12-25T07:23:10.155528,pc malfunction problem,CPU Upgrade,0.2101,,ml,False
2025-12-25T07:23:10.163573,computer pc restart again and again,PSU Upgrade,0.3264,,ml,False
2025-12-25T07:23:10.166954,fix graphics card not detect,GPU Cooler Upgrade,0.4116,,ml,False
2025-12-25T07:23:10.168224,my boot failure,Webcam Upgrade,0.1811,,ml,False
2025-12-25T07:23:10.170652,GPU overheat warning System slow overall,RAM Upgrade,0.4037,,ml,False
2025-12-25T07:23:10.172455,computer usb cable issue,USB Hub,0.4450,,ml,False
2025-12-25T07:23:10.174377,computer blue screen of death,Monitor or GPU Check,0.3597,,ml,False
2025-12-25T07:23:10.176199,"PC no signal, Graphics card upgrade needed",Monitor or GPU Check,0.3072,,ml,False
2025-12-25T07:23:10.178363,computer problem problem,Case Fan Upgrade,0.1500,,ml,False
2025-12-25T07:23:10.190753,fix phone not detected,Webcam Upgrade,0.2982,,ml,False
2025-12-25T07:23:10.192172,WiFi disconnect always and USB port broken,WiFi Adapter Upgrade,0.4640,,ml,False
2025-12-25T07:23:10.194241,"Windows crash loop, PC stuck loading",SSD Upgrade,0.4917,,ml,False
2025-12-25T07:23:10.196265,GPU cooling problem,GPU Upgrade,0.3726,,ml,False
2025-12-25T07:23:10.203415,PC not working,WiFi Adapter Upgrade,0.4410,,ml,False
2025-12-25T07:23:10.211805,Windows error screen plus PC not boot,WiFi Adapter Upgrade,0.2863,,ml,False
2025-12-25T07:23:10.215094,CPU shutdown due to heat and PC very unresponsive,RAM Upgrade,0.2458,,ml,False
2025-12-25T07:23:10.217541,pc very unresponsive,Case Fan Upgrade,0.2484,,ml,False
2025-12-25T07:23:10.220579,pc restart again and again problem,PSU Upgrade,0.4904,,ml,False
2025-12-25T07:23:10.223989,laptop computer problem,Laptop Battery Replacement,0.1354,,ml,False
2025-12-25T07:23:10.227341,my ssd performance,GPU Upgrade,0.3112,,ml,False
2025-12-25T07:23:10.231558,ssd performance,GPU Upgrade,0.4389,,ml,False
2025-12-25T07:23:10.233006,Phone not detected,Webcam Upgrade,0.2982,,ml,False
2025-12-25T07:23:10.234449,PC stuck startup repair,SSD Upgrade,0.3635,,ml,False
2025-12-25T07:23:10.235719,blue screen of death problem,Monitor or GPU Check,0.3297,,ml,False
2025-12-25T07:23:10.237950,laptop usb cable issue,USB Hub,0.4319,,ml,False
2025-12-25T07:23:10.240055,computer cpu shutdown due to heat,PSU Upgrade,0.2272,,ml,False
2025-12-25T07:23:10.241343,SSD not fast enough also PC stuck loading,CPU Upgrade,0.4502,,ml,False
2025-12-25T07:23:10.242559,"Processor thermal throttle, PC lag always, Memory insufficient",CPU Cooler Upgrade,0.4676,,ml,False
2025-12-25T07:23:10.243768,PC dead after rain Windows not starting,PSU Upgrade,0.3606,,ml,False
2025-12-25T07:23:10.246695,GPU overheating during games also System slow,GPU Cooler Upgrade,0.3136,,ml,False
2025-12-25T07:23:10.249915,computer phone connection problem,WiFi Adapter Upgrade,0.4874,,ml,False
2025-12-25T07:23:10.253274,fix usb cable issue,USB Hub,0.4695,,ml,False
2025-12-25T07:23:10.254682,power button not working,PSU Upgrade,0.2939,,ml,False
2025-12-25T07:23:10.257777,my boot failure,Webcam Upgrade,0.1811,,ml,False
2025-12-25T07:23:10.259763,my pc blue screen,Monitor or GPU Check,0.3783,,ml,False
2025-12-25T07:23:10.262990,Monitor not detected also Graphics card not detect,GPU Cooler Upgrade,0.3349,,ml,False
2025-12-25T07:23:10.264363,computer pc not working,WiFi Adapter Upgrade,0.3568,,ml,False
2025-12-25T07:23:10.266513,pc blue screen problem,Monitor or GPU Check,0.4810,,ml,False
2025-12-25T07:23:10.267815,my pc dead after rain,PSU Upgrade,0.4245,,ml,False
2025-12-25T07:23:10.275612,laptop pc malfunction,CPU Upgrade,0.4725,,ml,False
2025-12-25T07:23:10.283844,help gpu overheating during games,GPU Upgrade,0.4509,,ml,False
2025-12-25T07:23:10.285231,pc pc restart again and again,PSU Upgrade,0.4723,,ml,False
2025-12-25T07:23:10.287509,Blue screen of death,Monitor or GPU Check,0.4528,,ml,False
2025-12-25T07:23:10.288854,the pc not working,PSU Upgrade,0.4305,,ml,False
2025-12-25T07:23:10.290955,system sluggish,CPU Upgrade,0.3282,,ml,False
2025-12-25T07:23:10.294004,windows not starting problem,SSD Upgrade,0.4695,,ml,False
2025-12-25T07:23:10.298185,laptop pc problem unknown,CPU Upgrade,0.3038,,ml,False
2025-12-25T07:23:10.299534,laptop power button not working,PSU Upgrade,0.3653,,ml,False
2025-12-25T07:23:10.301667,my gpu too weak,GPU Upgrade,0.3675,,ml,False
2025-12-25T07:23:10.306453,Monitor not detected and Graphics card upgrade needed,GPU Upgrade,0.4705,,ml,False
2025-12-25T07:23:10.307668,pc stuck startup repair problem,SSD Upgrade,0.2914,,ml,False
2025-12-25T07:23:10.310050,fix pc issue,PSU Upgrade,0.4039,,ml,False
2025-12-25T07:23:10.311511,Graphics card thermal throttle and System slow,GPU Cooler Upgrade,0.4924,,ml,False
2025-12-25T07:23:10.313644,cpu overheat warning please,CPU Upgrade,0.4635,,ml,False
2025-12-25T07:23:10.316522,laptop pc restart again and again,PSU Upgrade,0.4687,,ml,False
2025-12-25T07:23:10.322626,gpu shutdown due to heat,GPU Upgrade,0.2750,,ml,False
2025-12-25T07:23:10.325637,computer phone not connecting,USB Hub,0.2552,,ml,False
2025-12-25T07:23:10.328146,computer pc not boot,PSU Upgrade,0.4362,,ml,False
2025-12-25T07:23:10.330927,Power button not working and Windows not starting and No display,RAM Upgrade,0.2111,,ml,False
2025-12-25T07:23:10.335125,fix cpu overheating,CPU Cooler Upgrade,0.4553,,ml,False
2025-12-25T07:23:10.342968,gpu overheat warning please,GPU Upgrade,0.4686,,ml,False
2025-12-25T07:23:10.349592,phone not connecting please,USB Hub,0.3257,,ml,False
2025-12-25T07:23:10.352624,help pc not working,WiFi Adapter Upgrade,0.4410,,ml,False
2025-12-25T07:23:10.355798,Stop code error also Boot failure,WiFi Adapter Upgrade,0.3993,,ml,False
2025-12-25T07:23:10.358299,help power button not working,PSU Upgrade,0.2939,,ml,False
2025-12-25T07:23:10.365417,computer phone not connecting,USB Hub,0.2552,,ml,False
2025-12-25T07:23:10.370469,computer problem issue,PSU Upgrade,0.1154,,ml,False
2025-12-25T07:23:10.372322,phone connection problem problem,WiFi Adapter Upgrade,0.3561,,ml,False
2025-12-25T07:23:10.373794,power button not working problem,PSU Upgrade,0.2911,,ml,False
2025-12-25T07:23:10.378526,help pc very slow,SSD Upgrade,0.4630,,ml,False
2025-12-25T07:23:10.383967,help usb cable issue,USB Hub,0.4695,,ml,False
2025-12-25T07:23:10.388126,usb cable issue issue,USB Hub,0.4788,,ml,False
2025-12-25T07:23:10.389471,computer boot failure,SSD Upgrade,0.2345,,ml,False
2025-12-25T07:23:10.391476,the pc very slow,SSD Upgrade,0.4306,,ml,False
2025-12-25T07:23:10.393627,pc lag always issue,RAM Upgrade,0.2867,,ml,False
2025-12-25T07:23:10.400780,pc beep sound issue,Audio Issue,0.3496,,ml,False
2025-12-25T07:23:10.403177,pc gpu overheating during games,GPU Upgrade,0.3958,,ml,False
2025-12-25T07:23:10.405359,pc problem unknown issue,PSU Upgrade,0.3734,,ml,False
2025-12-25T07:23:10.407515,fix phone not detected,Webcam Upgrade,0.2982,,ml,False
2025-12-25T07:23:10.410500,pc phone not showing,Webcam Upgrade,0.3545,,ml,False
2025-12-25T07:23:10.415174,laptop gpu shutdown due to heat,PSU Upgrade,0.2363,,ml,False
2025-12-25T07:23:10.421506,cpu overheat warning please,CPU Upgrade,0.4635,,ml,False
2025-12-25T07:23:10.425609,Windows error screen also PC stuck BIOS,Monitor or GPU Check,0.3429,,ml,False
2025-12-25T07:23:10.433668,windows error screen problem,SSD Upgrade,0.1948,,ml,False
2025-12-25T07:23:10.438506,phone not connecting issue,USB Hub,0.3520,,ml,False
2025-12-25T07:23:10.439780,my pc dead after rain,PSU Upgrade,0.4245,,ml,False
2025-12-25T07:23:10.441021,computer pc issue,CPU Upgrade,0.2325,,ml,False
2025-12-25T07:23:10.442282,help pc not working,WiFi Adapter Upgrade,0.4410,,ml,False
2025-12-25T07:23:10.443517,pc graphics not good enough,CPU Upgrade,0.3508,,ml,False
2025-12-25T07:23:10.451013,pc stuck loading,GPU Upgrade,0.2933,,ml,False
2025-12-25T07:23:10.454956,laptop phone not recognized,Laptop Battery Replacement,0.2888,,ml,False
2025-12-25T07:23:10.458079,laptop pc restart again and again,PSU Upgrade,0.4687,,ml,False
2025-12-25T07:23:10.459487,pc stuck loading please,GPU Upgrade,0.2933,,ml,False
2025-12-25T07:23:10.462158,computer problem,Case Fan Upgrade,0.1141,,ml,False
2025-12-25T07:23:10.464496,pc laptop charging light blink,PSU Upgrade,0.4206,,ml,False
2025-12-25T07:23:10.470910,Graphics card thermal throttle and PC very slow,RAM Upgrade,0.4447,,ml,False
2025-12-25T07:23:10.475828,system slow overall problem,RAM Upgrade,0.4232,,ml,False
2025-12-25T07:23:10.478259,computer cpu overheat warning,CPU Upgrade,0.4963,,ml,False
2025-12-25T07:23:10.480711,pc problem unknown,CPU Upgrade,0.2101,,ml,False
2025-12-25T07:23:10.482896,help cpu shutdown due to heat,PSU Upgrade,0.2869,,ml,False
2025-12-25T07:23:10.484213,laptop blue screen of death,Monitor or GPU Check,0.2552,,ml,False
2025-12-25T07:23:10.488589,fix pc issue,PSU Upgrade,0.4039,,ml,False
2025-12-25T07:23:10.490281,fix computer stuck booting,Monitor or GPU Check,0.4236,,ml,False
2025-12-25T07:23:10.493278,the pc not working,PSU Upgrade,0.4305,,ml,False
2025-12-25T07:23:10.497467,fix pc problem unknown,CPU Upgrade,0.2101,,ml,False
2025-12-25T07:23:10.504105,computer power button not working,PSU Upgrade,0.2192,,ml,False
2025-12-25T07:23:10.507149,fix windows error screen,SSD Upgrade,0.2556,,ml,False
2025-12-25T07:23:10.508403,pc stuck loading,GPU Upgrade,0.2933,,ml,False
2025-12-25T07:23:10.511538,stop code error problem,WiFi Adapter Upgrade,0.3549,,ml,False
2025-12-25T07:23:10.512772,laptop phone not recognized,Laptop Battery Replacement,0.2888,,ml,False
2025-12-25T07:23:10.519802,WiFi very slow PC and USB port damaged,RAM Upgrade,0.3964,,ml,False
2025-12-25T07:23:10.521042,pc stuck startup repair problem,SSD Upgrade,0.2914,,ml,False
2025-12-25T07:23:10.526133,pc pc lag always,RAM Upgrade,0.4132,,ml,False
2025-12-25T07:23:10.527795,usb connection issue issue,USB Hub,0.4868,,ml,False
2025-12-25T07:23:10.530304,fix computer problem,Case Fan Upgrade,0.1141,,ml,False
2025-12-25T07:23:10.532972,PC beep sound System slow overall,RAM Upgrade,0.3847,,ml,False
2025-12-25T07:23:10.535159,phone not recognized please,Webcam Upgrade,0.2693,,ml,False
2025-12-25T07:23:10.539279,PC on blank screen Graphics card not detect,Monitor or GPU Check,0.4036,,ml,False
2025-12-25T07:23:10.540555,computer phone not recognized,Webcam Upgrade,0.1272,,ml,False
2025-12-25T07:23:10.543603,"CPU overheating, System sluggish, Memory insufficient",RAM Upgrade,0.4189,,ml,False
2025-12-25T07:23:10.547346,PC start only sometimes and Computer stuck booting,PSU Upgrade,0.4709,,ml,False
2025-12-25T07:23:10.548950,Stop code error PC stuck startup repair,SSD Upgrade,0.2200,,ml,False
2025-12-25T07:23:10.550622,laptop cpu overheating,Thermal Paste Reapply,0.3209,,ml,False
2025-12-25T07:23:10.552402,usb connection issue issue,USB Hub,0.4868,,ml,False
2025-12-25T07:23:10.559183,fix phone not detected,Webcam Upgrade,0.2982,,ml,False
2025-12-25T07:23:10.561050,my blue screen of death,Monitor or GPU Check,0.2656,,ml,False
2025-12-25T07:23:10.562676,my gpu cooling problem,GPU Upgrade,0.3427,,ml,False
2025-12-25T07:23:10.564235,help pc very slow,SSD Upgrade,0.4630,,ml,False
2025-12-25T07:23:10.570832,cpu overheating,CPU Cooler Upgrade,0.4553,,ml,False
2025-12-25T07:23:10.573558,phone not connecting problem,USB Hub,0.2259,,ml,False
2025-12-25T07:23:10.577378,Laptop charging light blink Windows not starting,SSD Upgrade,0.3344,,ml,False
2025-12-25T07:23:10.579984,laptop pc malfunction,CPU Upgrade,0.4725,,ml,False
2025-12-25T07:23:10.582681,my pc blue screen,Monitor or GPU Check,0.3783,,ml,False
2025-12-25T07:23:10.590055,"PC no signal, Game lag graphics",Monitor or GPU Check,0.4547,,ml,False
2025-12-25T07:23:10.591496,phone not detected issue,Webcam Upgrade,0.2706,,ml,False
2025-12-25T07:23:10.594751,help ssd performance,GPU Upgrade,0.4389,,ml,False
2025-12-25T07:23:10.598469,windows not starting problem,SSD Upgrade,0.4695,,ml,False
2025-12-25T07:23:10.601626,gpu cooling problem please,GPU Upgrade,0.3726,,ml,False
2025-12-25T07:23:10.604862,my phone not recognized,Webcam Upgrade,0.4804,,ml,False
2025-12-25T07:23:10.613535,help gpu shutdown due to heat,GPU Upgrade,0.2750,,ml,False
2025-12-25T07:23:10.617137,"PC not turning on, Boot failure, Monitor not detected",Monitor or GPU Check,0.3638,,ml,False
2025-12-25T07:23:10.619047,my something wrong pc,CPU Upgrade,0.2254,,ml,False
2025-12-25T07:23:10.622636,the pc issue,PSU Upgrade,0.3646,,ml,False
2025-12-25T07:23:10.636751,the pc not working,PSU Upgrade,0.4305,,ml,False
2025-12-25T07:23:10.639240,the usb connection issue,USB Hub,0.4696,,ml,False
2025-12-25T07:23:10.642716,the cpu overheat warning,CPU Cooler Upgrade,0.4527,,ml,False
2025-12-25T07:23:10.645669,graphics card not detect please,GPU Cooler Upgrade,0.4116,,ml,False
2025-12-25T07:23:10.649898,pc stuck loading please,GPU Upgrade,0.2933,,ml,False
2025-12-25T07:23:10.651403,the something wrong pc,CPU Upgrade,0.2139,,ml,False
2025-12-25T07:23:10.653507,Screen black PC on and GPU bottleneck,GPU Upgrade,0.4519,,ml,False
2025-12-25T07:23:10.654679,my usb connection issue,USB Hub,0.4982,,ml,False
2025-12-25T07:23:10.655830,laptop phone not detected,Webcam Upgrade,0.2979,,ml,False
2025-12-25T07:23:10.659005,my system sluggish,Case Fan Upgrade,0.2196,,ml,False
2025-12-25T07:23:10.662192,pc graphics not good enough,CPU Upgrade,0.3508,,ml,False
2025-12-25T07:23:10.664514,laptop pc stuck on logo,Monitor or GPU Check,0.4362,,ml,False
2025-12-25T07:23:10.666891,Computer problem,Case Fan Upgrade,0.1141,,ml,False
2025-12-25T07:23:10.668387,memory upgrade needed,SSD Upgrade,0.4115,,ml,False
2025-12-25T07:23:10.675252,PC dead after rain and Boot failure and PC no signal,RAM Upgrade,0.3930,,ml,False
2025-12-25T07:23:10.677793,pc stuck loading please,GPU Upgrade,0.2933,,ml,False
2025-12-25T07:23:10.681360,my gpu too weak,GPU Upgrade,0.3675,,ml,False
2025-12-25T07:23:10.684785,laptop phone not connecting,USB Hub,0.2190,,ml,False
2025-12-25T07:23:10.688015,help memory upgrade needed,SSD Upgrade,0.4115,,ml,False
2025-12-25T07:23:10.690729,help ssd performance,GPU Upgrade,0.4389,,ml,False
2025-12-25T07:23:10.692614,computer pc very unresponsive,RAM Upgrade,0.2833,,ml,False
2025-12-25T07:23:10.694684,gpu overheat warning,GPU Upgrade,0.4686,,ml,False
2025-12-25T07:23:10.696754,windows error screen please,SSD Upgrade,0.2556,,ml,False
2025-12-25T07:23:10.698462,the laptop error screen,Monitor or GPU Check,0.1836,,ml,False
2025-12-25T07:23:10.702491,help cpu overheating,CPU Cooler Upgrade,0.4553,,ml,False
2025-12-25T07:23:10.703751,the boot failure,CPU Cooler Upgrade,0.2625,,ml,False
2025-12-25T07:23:10.705086,the cpu shutdown due to heat,PSU Upgrade,0.2844,,ml,False
2025-12-25T07:23:10.715198,windows not starting problem,SSD Upgrade,0.4695,,ml,False
2025-12-25T07:23:10.717601,the boot failure,CPU Cooler Upgrade,0.2625,,ml,False
2025-12-25T07:23:10.718887,pc problem unknown problem,Case Fan Upgrade,0.1888,,ml,False
2025-12-25T07:23:10.720120,phone not recognized please,Webcam Upgrade,0.2693,,ml,False
2025-12-25T07:23:10.723887,my pc not working,PSU Upgrade,0.3485,,ml,False
2025-12-25T07:23:10.725976,help windows error screen,SSD Upgrade,0.2556,,ml,False
2025-12-25T07:23:10.728302,laptop pc malfunction,CPU Upgrade,0.4725,,ml,False
2025-12-25T07:23:10.730128,CPU thermal issue System slow Memory upgrade needed,RAM Upgrade,0.3467,,ml,False
2025-12-25T07:23:10.731684,pc stuck loading problem,GPU Upgrade,0.3072,,ml,False
2025-12-25T07:23:10.736369,something wrong pc problem,CPU Upgrade,0.2101,,ml,False
2025-12-25T07:23:10.739921,Laptop charging light blink,PSU Upgrade,0.2900,,ml,False
2025-12-25T07:23:10.744908,pc very slow problem,SSD Upgrade,0.4266,,ml,False
2025-12-25T07:23:10.746492,gpu overheating during games,GPU Upgrade,0.4509,,ml,False
2025-12-25T07:23:10.748030,laptop pc stuck startup repair,SSD Upgrade,0.3139,,ml,False
2025-12-25T07:23:10.749595,Phone not detected,Webcam Upgrade,0.2982,,ml,False
2025-12-25T07:23:10.751042,usb connection issue issue,USB Hub,0.4868,,ml,False
2025-12-25T07:23:10.761262,Memory upgrade needed,SSD Upgrade,0.4115,,ml,False
2025-12-25T07:23:10.762858,"BSOD error, Boot failure",WiFi Adapter Upgrade,0.3993,,ml,False
2025-12-25T07:23:10.767855,computer phone not recognized,Webcam Upgrade,0.1272,,ml,False
2025-12-25T07:23:10.769395,PC no display HDMI also Need better graphics card,GPU Upgrade,0.4776,,ml,False
2025-12-25T07:23:10.772713,laptop windows error screen,SSD Upgrade,0.2479,,ml,False
2025-12-25T07:23:10.785911,graphics card not detect problem,GPU Cooler Upgrade,0.3895,,ml,False
2025-12-25T07:23:10.790005,the phone connection problem,WiFi Adapter Upgrade,0.4702,,ml,False
2025-12-25T07:23:10.805096,pc stuck bios issue,BIOS Battery Replacement,0.3696,,ml,False
2025-12-25T07:23:10.809483,laptop pc restart again and again,PSU Upgrade,0.4687,,ml,False
